time,ask,bid,ticker
1590642000000000000,4.750000,4.330000,GME
1590642000000000000,46.430000,45.040001,XOM
1590642000000000000,5.650000,5.070000,AMC
1590642000000000000,59.720001,57.810001,NHI
1590642000000000000,90.870003,90.029999,ABBV
1590728400000000000,124.239998,124.059998,WMT
1590728400000000000,23.400000,23.219999,BGS
1590728400000000000,4.330000,4.060000,GME
1590728400000000000,44.820000,45.470001,XOM
1590728400000000000,5.000000,5.130000,AMC
1590728400000000000,56.849998,55.490002,NHI
1590728400000000000,91.000000,92.669998,ABBV
1590987600000000000,123.440002,123.959999,WMT
1590987600000000000,23.250000,24.170000,BGS
1590987600000000000,4.120000,4.130000,GME
1590987600000000000,45.320000,46.279999,XOM
1590987600000000000,5.030000,5.310000,AMC
1590987600000000000,55.590000,56.700001,NHI
1590987600000000000,92.050003,90.699997,ABBV
1591074000000000000,123.589996,123.940002,WMT
1591074000000000000,24.040001,24.059999,BGS
1591074000000000000,4.270000,4.180000,GME
1591074000000000000,46.860001,47.310001,XOM
1591074000000000000,5.350000,5.590000,AMC
1591074000000000000,57.549999,58.119999,NHI
1591074000000000000,90.970001,91.040001,ABBV
1591160400000000000,123.900002,123.470001,WMT
1591160400000000000,24.750000,24.049999,BGS
1591160400000000000,4.240000,4.440000,GME
1591160400000000000,48.000000,49.240002,XOM
1591160400000000000,5.270000,5.450000,AMC
1591160400000000000,59.369999,61.529999,NHI
1591160400000000000,91.470001,90.889999,ABBV
1591246800000000000,122.800003,122.110001,WMT
1591246800000000000,24.270000,24.250000,BGS
1591246800000000000,4.440000,4.470000,GME
1591246800000000000,48.880001,49.099998,XOM
1591246800000000000,5.170000,5.380000,AMC
1591246800000000000,60.939999,61.360001,NHI
1591246800000000000,90.279999,93.040001,ABBV
1591333200000000000,122.570000,121.559998,WMT
1591333200000000000,24.360001,24.740000,BGS
1591333200000000000,4.290000,4.140000,GME
1591333200000000000,5.780000,5.910000,AMC
1591333200000000000,51.650002,53.080002,XOM
1591333200000000000,64.059998,65.250000,NHI
1591333200000000000,93.500000,93.849998,ABBV
1591592400000000000,119.580002,121.239998,WMT
1591592400000000000,24.930000,26.250000,BGS
1591592400000000000,4.280000,5.010000,GME
1591592400000000000,54.720001,54.740002,XOM
1591592400000000000,6.270000,6.450000,AMC
1591592400000000000,66.059998,68.110001,NHI
1591592400000000000,92.910004,94.589996,ABBV
1591678800000000000,121.599998,121.349998,WMT
1591678800000000000,26.000000,25.299999,BGS
1591678800000000000,5.000000,4.960000,GME
1591678800000000000,52.880001,53.520000,XOM
1591678800000000000,6.100000,5.990000,AMC
1591678800000000000,66.360001,65.650002,NHI
1591678800000000000,94.949997,96.169998,ABBV
1591765200000000000,121.559998,121.160004,WMT
1591765200000000000,25.410000,25.340000,BGS
1591765200000000000,4.780000,5.070000,GME
1591765200000000000,53.500000,50.650002,XOM
1591765200000000000,65.000000,62.830002,NHI
1591765200000000000,7.300000,6.290000,AMC
1591765200000000000,96.989998,96.900002,ABBV
1591851600000000000,120.989998,120.089996,WMT
1591851600000000000,24.809999,21.870001,BGS
1591851600000000000,4.640000,4.370000,GME
1591851600000000000,47.529999,46.180000,XOM
1591851600000000000,5.530000,5.170000,AMC
1591851600000000000,59.500000,57.080002,NHI
1591851600000000000,95.690002,92.260002,ABBV
1591938000000000000,120.510002,117.739998,WMT
1591938000000000000,22.670000,23.240000,BGS
1591938000000000000,4.600000,4.720000,GME
1591938000000000000,48.040001,47.169998,XOM
1591938000000000000,5.690000,5.890000,AMC
1591938000000000000,60.000000,59.189999,NHI
1591938000000000000,93.739998,92.459999,ABBV
1592197200000000000,118.400002,118.080002,WMT
1592197200000000000,23.000000,24.320000,BGS
1592197200000000000,4.500000,4.690000,GME
1592197200000000000,45.349998,47.139999,XOM
1592197200000000000,5.420000,5.800000,AMC
1592197200000000000,57.169998,60.950001,NHI
1592197200000000000,91.269997,93.080002,ABBV
1592283600000000000,119.800003,119.650002,WMT
1592283600000000000,24.700001,24.340000,BGS
1592283600000000000,4.950000,4.640000,GME
1592283600000000000,49.570000,48.200001,XOM
1592283600000000000,6.020000,5.560000,AMC
1592283600000000000,64.519997,64.540001,NHI
1592283600000000000,94.860001,96.059998,ABBV
1592370000000000000,119.860001,119.029999,WMT
1592370000000000000,24.350000,24.320000,BGS
1592370000000000000,4.540000,4.760000,GME
1592370000000000000,48.000000,46.630001,XOM
1592370000000000000,5.410000,5.420000,AMC
1592370000000000000,65.089996,62.750000,NHI
1592370000000000000,96.849998,95.739998,ABBV
1592456400000000000,118.540001,117.989998,WMT
1592456400000000000,24.360001,24.299999,BGS
1592456400000000000,4.670000,4.950000,GME
1592456400000000000,46.110001,46.919998,XOM
1592456400000000000,5.350000,5.630000,AMC
1592456400000000000,61.459999,63.419998,NHI
1592456400000000000,95.559998,96.230003,ABBV
1592542800000000000,118.889999,119.849998,WMT
1592542800000000000,24.430000,24.360001,BGS
1592542800000000000,4.950000,4.880000,GME
1592542800000000000,48.220001,45.980000,XOM
1592542800000000000,6.200000,5.520000,AMC
1592542800000000000,62.900002,59.930000,NHI
1592542800000000000,97.720001,96.709999,ABBV
1592802000000000000,120.970001,121.680000,WMT
1592802000000000000,24.370001,24.059999,BGS
1592802000000000000,4.790000,4.870000,GME
1592802000000000000,45.689999,46.419998,XOM
1592802000000000000,5.480000,5.330000,AMC
1592802000000000000,59.970001,59.570000,NHI
1592802000000000000,96.639999,97.269997,ABBV
1592888400000000000,122.750000,121.070000,WMT
1592888400000000000,24.250000,23.910000,BGS
1592888400000000000,4.950000,4.830000,GME
1592888400000000000,46.900002,46.700001,XOM
1592888400000000000,5.370000,5.100000,AMC
1592888400000000000,60.599998,59.290001,NHI
1592888400000000000,98.419998,97.309998,ABBV
1592974800000000000,120.739998,120.300003,WMT
1592974800000000000,24.000000,24.330000,BGS
1592974800000000000,4.830000,4.410000,GME
1592974800000000000,4.990000,4.790000,AMC
1592974800000000000,45.910000,44.500000,XOM
1592974800000000000,58.169998,57.450001,NHI
1592974800000000000,96.459999,95.139999,ABBV
1593061200000000000,119.760002,119.709999,WMT
1593061200000000000,24.299999,24.639999,BGS
1593061200000000000,4.330000,4.460000,GME
1593061200000000000,4.570000,4.270000,AMC
1593061200000000000,44.049999,45.169998,XOM
1593061200000000000,56.930000,59.639999,NHI
1593061200000000000,95.180000,96.989998,ABBV
1593147600000000000,119.599998,118.320000,WMT
1593147600000000000,24.530001,24.299999,BGS
1593147600000000000,4.260000,4.180000,AMC
1593147600000000000,4.480000,4.350000,GME
1593147600000000000,44.880001,43.619999,XOM
1593147600000000000,59.090000,59.060001,NHI
1593147600000000000,96.889999,96.129997,ABBV
1593406800000000000,118.500000,119.059998,WMT
1593406800000000000,23.969999,24.459999,BGS
1593406800000000000,3.910000,4.420000,AMC
1593406800000000000,4.350000,4.380000,GME
1593406800000000000,43.810001,44.320000,XOM
1593406800000000000,58.779999,60.349998,NHI
1593406800000000000,96.500000,96.440002,ABBV
1593493200000000000,119.220001,119.779999,WMT
1593493200000000000,24.500000,24.379999,BGS
1593493200000000000,4.330000,4.340000,GME
1593493200000000000,4.340000,4.290000,AMC
1593493200000000000,43.430000,44.720001,XOM
1593493200000000000,60.160000,60.720001,NHI
1593493200000000000,95.970001,98.180000,ABBV
1593579600000000000,119.449997,119.690002,WMT
1593579600000000000,24.190001,24.170000,BGS
1593579600000000000,4.260000,4.570000,AMC
1593579600000000000,4.310000,4.440000,GME
1593579600000000000,44.490002,43.709999,XOM
1593579600000000000,60.799999,62.799999,NHI
1593579600000000000,98.500000,99.139999,ABBV
1593666000000000000,120.089996,119.209999,WMT
1593666000000000000,24.459999,24.350000,BGS
1593666000000000000,4.490000,4.290000,GME
1593666000000000000,4.690000,4.530000,AMC
1593666000000000000,44.619999,44.080002,XOM
1593666000000000000,64.129997,61.330002,NHI
1593666000000000000,99.449997,98.879997,ABBV
1594011600000000000,119.800003,118.889999,WMT
1594011600000000000,24.650000,24.850000,BGS
1594011600000000000,4.310000,4.240000,GME
1594011600000000000,4.620000,4.280000,AMC
1594011600000000000,44.669998,44.389999,XOM
1594011600000000000,63.250000,60.169998,NHI
1594011600000000000,99.639999,99.010002,ABBV
1594098000000000000,118.449997,126.949997,WMT
1594098000000000000,24.700001,25.360001,BGS
1594098000000000000,4.180000,4.130000,AMC
1594098000000000000,4.200000,4.090000,GME
1594098000000000000,43.900002,43.240002,XOM
1594098000000000000,59.000000,58.220001,NHI
1594098000000000000,98.680000,99.349998,ABBV
1594184400000000000,128.000000,124.440002,WMT
1594184400000000000,25.540001,25.459999,BGS
1594184400000000000,4.100000,4.260000,GME
1594184400000000000,4.490000,4.430000,AMC
1594184400000000000,43.150002,43.139999,XOM
1594184400000000000,58.080002,57.279999,NHI
1594184400000000000,99.750000,99.279999,ABBV
1594270800000000000,125.610001,127.750000,WMT
1594270800000000000,25.500000,24.450001,BGS
1594270800000000000,4.270000,4.210000,GME
1594270800000000000,4.480000,4.570000,AMC
1594270800000000000,42.900002,41.360001,XOM
1594270800000000000,57.110001,56.279999,NHI
1594270800000000000,99.080002,97.940002,ABBV
1594357200000000000,128.740005,130.679993,WMT
1594357200000000000,24.270000,24.969999,BGS
1594357200000000000,4.200000,4.340000,GME
1594357200000000000,4.390000,4.600000,AMC
1594357200000000000,41.119999,42.650002,XOM
1594357200000000000,56.349998,56.240002,NHI
1594357200000000000,98.059998,96.830002,ABBV
1594616400000000000,131.330002,129.520004,WMT
1594616400000000000,25.170000,24.850000,BGS
1594616400000000000,4.350000,4.260000,GME
1594616400000000000,4.760000,4.260000,AMC
1594616400000000000,42.980000,42.660000,XOM
1594616400000000000,56.299999,55.930000,NHI
1594616400000000000,97.360001,97.860001,ABBV
1594702800000000000,129.279999,132.009995,WMT
1594702800000000000,24.900000,25.650000,BGS
1594702800000000000,4.220000,4.080000,GME
1594702800000000000,4.250000,4.220000,AMC
1594702800000000000,42.529999,44.070000,XOM
1594702800000000000,56.040001,56.389999,NHI
1594702800000000000,96.970001,98.870003,ABBV
1594789200000000000,100.000000,100.480003,ABBV
1594789200000000000,132.270004,132.000000,WMT
1594789200000000000,25.990000,25.379999,BGS
1594789200000000000,4.130000,4.190000,GME
1594789200000000000,4.370000,4.500000,AMC
1594789200000000000,45.029999,44.630001,XOM
1594789200000000000,58.259998,57.369999,NHI
1594875600000000000,132.050003,132.199997,WMT
1594875600000000000,25.370001,25.530001,BGS
1594875600000000000,4.190000,4.170000,GME
1594875600000000000,4.330000,4.380000,AMC
1594875600000000000,44.310001,44.279999,XOM
1594875600000000000,56.990002,57.380001,NHI
1594875600000000000,99.690002,99.919998,ABBV
1594962000000000000,100.290001,100.830002,ABBV
1594962000000000000,133.369995,131.740005,WMT
1594962000000000000,25.730000,26.100000,BGS
1594962000000000000,4.160000,3.960000,GME
1594962000000000000,4.360000,4.270000,AMC
1594962000000000000,44.330002,43.520000,XOM
1594962000000000000,57.689999,59.450001,NHI
1595221200000000000,100.760002,99.540001,ABBV
1595221200000000000,131.960007,131.470001,WMT
1595221200000000000,26.000000,25.700001,BGS
1595221200000000000,3.950000,3.850000,GME
1595221200000000000,4.210000,4.150000,AMC
1595221200000000000,43.209999,42.500000,XOM
1595221200000000000,59.290001,58.330002,NHI
1595307600000000000,131.559998,132.330002,WMT
1595307600000000000,25.900000,26.459999,BGS
1595307600000000000,3.900000,4.010000,GME
1595307600000000000,4.150000,4.150000,AMC
1595307600000000000,43.150002,44.650002,XOM
1595307600000000000,58.880001,58.410000,NHI
1595307600000000000,99.809998,97.400002,ABBV
1595394000000000000,132.570007,132.660004,WMT
1595394000000000000,26.420000,26.270000,BGS
1595394000000000000,4.020000,4.110000,GME
1595394000000000000,4.100000,4.030000,AMC
1595394000000000000,44.150002,43.610001,XOM
1595394000000000000,58.400002,60.450001,NHI
1595394000000000000,97.800003,97.699997,ABBV
1595480400000000000,133.000000,131.639999,WMT
1595480400000000000,26.250000,26.650000,BGS
1595480400000000000,4.080000,4.060000,AMC
1595480400000000000,4.090000,4.110000,GME
1595480400000000000,43.400002,43.700001,XOM
1595480400000000000,59.630001,60.570000,NHI
1595480400000000000,98.239998,98.029999,ABBV
1595566800000000000,130.949997,131.240005,WMT
1595566800000000000,26.620001,26.200001,BGS
1595566800000000000,4.000000,4.000000,AMC
1595566800000000000,4.060000,4.030000,GME
1595566800000000000,43.880001,43.430000,XOM
1595566800000000000,60.570000,59.150002,NHI
1595566800000000000,98.050003,97.110001,ABBV
1595826000000000000,130.860001,131.210007,WMT
1595826000000000000,26.410000,27.110001,BGS
1595826000000000000,4.010000,3.870000,AMC
1595826000000000000,4.020000,4.010000,GME
1595826000000000000,43.230000,44.070000,XOM
1595826000000000000,58.959999,60.330002,NHI
1595826000000000000,96.349998,97.160004,ABBV
1595912400000000000,131.500000,131.759995,WMT
1595912400000000000,26.959999,27.090000,BGS
1595912400000000000,3.850000,4.150000,AMC
1595912400000000000,3.960000,3.940000,GME
1595912400000000000,43.910000,43.549999,XOM
1595912400000000000,59.970001,61.950001,NHI
1595912400000000000,97.000000,96.709999,ABBV
1595998800000000000,131.559998,130.690002,WMT
1595998800000000000,27.400000,27.680000,BGS
1595998800000000000,3.940000,4.060000,GME
1595998800000000000,4.070000,4.160000,AMC
1595998800000000000,43.709999,44.029999,XOM
1595998800000000000,62.500000,63.750000,NHI
1595998800000000000,96.870003,97.010002,ABBV
1596085200000000000,129.419998,130.119995,WMT
1596085200000000000,27.900000,27.590000,BGS
1596085200000000000,4.000000,4.100000,GME
1596085200000000000,4.120000,4.120000,AMC
1596085200000000000,43.130001,41.869999,XOM
1596085200000000000,62.689999,63.540001,NHI
1596085200000000000,96.309998,96.040001,ABBV
1596171600000000000,129.649994,129.399994,WMT
1596171600000000000,28.500000,28.910000,BGS
1596171600000000000,4.060000,4.010000,GME
1596171600000000000,4.080000,4.040000,AMC
1596171600000000000,41.160000,42.080002,XOM
1596171600000000000,63.410000,62.000000,NHI
1596171600000000000,95.540001,94.910004,ABBV
1596430800000000000,129.910004,129.300003,WMT
1596430800000000000,29.240000,29.320000,BGS
1596430800000000000,4.030000,4.150000,GME
1596430800000000000,4.050000,4.110000,AMC
1596430800000000000,42.049999,42.250000,XOM
1596430800000000000,61.740002,61.419998,NHI
1596430800000000000,95.190002,95.940002,ABBV
1596517200000000000,129.649994,131.639999,WMT
1596517200000000000,29.450001,29.510000,BGS
1596517200000000000,4.070000,4.100000,AMC
1596517200000000000,4.130000,4.430000,GME
1596517200000000000,42.340000,43.470001,XOM
1596517200000000000,61.310001,62.080002,NHI
1596517200000000000,95.919998,94.290001,ABBV
1596603600000000000,130.449997,129.809998,WMT
1596603600000000000,29.850000,30.340000,BGS
1596603600000000000,4.080000,4.150000,AMC
1596603600000000000,4.500000,4.630000,GME
1596603600000000000,44.150002,43.849998,XOM
1596603600000000000,62.610001,62.349998,NHI
1596603600000000000,94.470001,93.250000,ABBV
1596690000000000000,129.130005,129.350006,WMT
1596690000000000000,30.230000,29.340000,BGS
1596690000000000000,4.110000,4.140000,AMC
1596690000000000000,4.600000,4.430000,GME
1596690000000000000,43.400002,43.639999,XOM
1596690000000000000,62.060001,63.700001,NHI
1596690000000000000,93.320000,92.570000,ABBV
1596776400000000000,129.580002,129.970001,WMT
1596776400000000000,29.440001,29.549999,BGS
1596776400000000000,4.140000,4.750000,AMC
1596776400000000000,4.390000,4.160000,GME
1596776400000000000,43.230000,43.439999,XOM
1596776400000000000,63.430000,65.650002,NHI
1596776400000000000,92.690002,92.919998,ABBV
1597035600000000000,130.240005,131.880005,WMT
1597035600000000000,29.549999,29.270000,BGS
1597035600000000000,4.200000,4.330000,GME
1597035600000000000,4.650000,4.470000,AMC
1597035600000000000,43.990002,44.509998,XOM
1597035600000000000,65.639999,66.250000,NHI
1597035600000000000,92.629997,92.379997,ABBV
1597122000000000000,132.589996,130.199997,WMT
1597122000000000000,29.469999,28.809999,BGS
1597122000000000000,4.430000,4.350000,GME
1597122000000000000,4.700000,4.560000,AMC
1597122000000000000,45.500000,44.970001,XOM
1597122000000000000,67.800003,65.690002,NHI
1597122000000000000,92.309998,92.669998,ABBV
1597208400000000000,130.470001,131.889999,WMT
1597208400000000000,28.930000,29.340000,BGS
1597208400000000000,4.400000,4.520000,GME
1597208400000000000,4.620000,4.640000,AMC
1597208400000000000,44.459999,44.090000,XOM
1597208400000000000,66.559998,66.449997,NHI
1597208400000000000,93.449997,95.510002,ABBV
1597294800000000000,131.210007,131.850006,WMT
1597294800000000000,29.299999,29.280001,BGS
1597294800000000000,4.520000,4.640000,GME
1597294800000000000,43.500000,43.009998,XOM
1597294800000000000,5.100000,5.310000,AMC
1597294800000000000,65.750000,64.000000,NHI
1597294800000000000,95.139999,94.680000,ABBV
1597381200000000000,132.339996,132.600006,WMT
1597381200000000000,29.290001,29.170000,BGS
1597381200000000000,4.600000,4.750000,GME
1597381200000000000,42.599998,43.200001,XOM
1597381200000000000,5.560000,5.540000,AMC
1597381200000000000,64.019997,63.820000,NHI
1597381200000000000,95.379997,95.070000,ABBV
1597640400000000000,134.350006,135.600006,WMT
1597640400000000000,29.350000,29.790001,BGS
1597640400000000000,4.780000,4.630000,GME
1597640400000000000,43.169998,42.639999,XOM
1597640400000000000,5.720000,5.600000,AMC
1597640400000000000,63.860001,64.010002,NHI
1597640400000000000,95.290001,96.349998,ABBV
1597726800000000000,136.169998,134.710007,WMT
1597726800000000000,29.959999,30.010000,BGS
1597726800000000000,4.610000,4.810000,GME
1597726800000000000,42.590000,42.430000,XOM
1597726800000000000,5.570000,5.350000,AMC
1597726800000000000,63.900002,62.419998,NHI
1597726800000000000,96.620003,95.650002,ABBV
1597813200000000000,134.210007,132.410004,WMT
1597813200000000000,29.889999,30.219999,BGS
1597813200000000000,4.800000,4.720000,GME
1597813200000000000,42.349998,41.959999,XOM
1597813200000000000,5.340000,5.390000,AMC
1597813200000000000,62.110001,60.880001,NHI
1597813200000000000,97.110001,96.099998,ABBV
1597899600000000000,131.210007,130.570007,WMT
1597899600000000000,30.230000,29.920000,BGS
1597899600000000000,4.620000,4.610000,GME
1597899600000000000,41.689999,41.320000,XOM
1597899600000000000,5.570000,5.690000,AMC
1597899600000000000,60.669998,62.869999,NHI
1597899600000000000,95.489998,95.199997,ABBV
1597986000000000000,130.550003,131.630005,WMT
1597986000000000000,29.740000,30.059999,BGS
1597986000000000000,4.600000,5.030000,GME
1597986000000000000,41.299999,41.009998,XOM
1597986000000000000,5.680000,5.190000,AMC
1597986000000000000,62.380001,62.630001,NHI
1597986000000000000,95.199997,94.860001,ABBV
1598245200000000000,132.250000,131.330002,WMT
1598245200000000000,30.110001,30.500000,BGS
1598245200000000000,41.279999,42.220001,XOM
1598245200000000000,5.100000,4.870000,GME
1598245200000000000,5.350000,5.410000,AMC
1598245200000000000,62.619999,63.349998,NHI
1598245200000000000,94.900002,94.510002,ABBV
1598331600000000000,130.800003,130.630005,WMT
1598331600000000000,30.790001,31.120001,BGS
1598331600000000000,4.880000,4.980000,GME
1598331600000000000,41.660000,40.880001,XOM
1598331600000000000,5.460000,5.540000,AMC
1598331600000000000,63.340000,62.509998,NHI
1598331600000000000,94.209999,94.059998,ABBV
1598418000000000000,130.210007,130.699997,WMT
1598418000000000000,31.379999,31.180000,BGS
1598418000000000000,4.970000,5.110000,GME
1598418000000000000,40.639999,40.009998,XOM
1598418000000000000,5.450000,5.600000,AMC
1598418000000000000,62.189999,61.520000,NHI
1598418000000000000,93.500000,94.349998,ABBV
1598504400000000000,131.080002,136.630005,WMT
1598504400000000000,31.180000,31.370001,BGS
1598504400000000000,40.000000,39.740002,XOM
1598504400000000000,5.110000,5.250000,GME
1598504400000000000,5.810000,6.520000,AMC
1598504400000000000,61.849998,63.160000,NHI
1598504400000000000,94.330002,94.300003,ABBV
1598590800000000000,141.000000,140.300003,WMT
1598590800000000000,31.709999,31.350000,BGS
1598590800000000000,39.840000,40.689999,XOM
1598590800000000000,5.300000,5.390000,GME
1598590800000000000,6.490000,6.300000,AMC
1598590800000000000,63.240002,63.119999,NHI
1598590800000000000,94.519997,94.169998,ABBV
1598850000000000000,137.479996,138.850006,WMT
1598850000000000000,31.350000,31.139999,BGS
1598850000000000000,40.639999,39.939999,XOM
1598850000000000000,5.770000,6.680000,GME
1598850000000000000,6.330000,5.880000,AMC
1598850000000000000,63.000000,62.250000,NHI
1598850000000000000,94.120003,95.769997,ABBV
1598936400000000000,141.199997,147.589996,WMT
1598936400000000000,31.040001,30.530001,BGS
1598936400000000000,39.750000,39.430000,XOM
1598936400000000000,5.790000,6.070000,AMC
1598936400000000000,61.610001,62.580002,NHI
1598936400000000000,7.300000,7.650000,GME
1598936400000000000,95.519997,92.239998,ABBV
1599022800000000000,151.250000,147.679993,WMT
1599022800000000000,30.520000,31.010000,BGS
1599022800000000000,39.230000,39.189999,XOM
1599022800000000000,62.230000,64.080002,NHI
1599022800000000000,7.010000,7.040000,AMC
1599022800000000000,7.800000,7.710000,GME
1599022800000000000,92.070000,93.949997,ABBV
1599109200000000000,146.699997,144.539993,WMT
1599109200000000000,31.010000,30.459999,BGS
1599109200000000000,39.200001,39.110001,XOM
1599109200000000000,6.940000,6.600000,AMC
1599109200000000000,64.410004,64.610001,NHI
1599109200000000000,7.880000,7.820000,GME
1599109200000000000,93.879997,91.870003,ABBV
1599195600000000000,144.020004,142.830002,WMT
1599195600000000000,30.750000,30.000000,BGS
1599195600000000000,39.459999,39.080002,XOM
1599195600000000000,6.760000,7.020000,AMC
1599195600000000000,65.099998,63.959999,NHI
1599195600000000000,7.780000,7.650000,GME
1599195600000000000,92.080002,91.870003,ABBV
1599541200000000000,141.410004,138.449997,WMT
1599541200000000000,30.000000,28.110001,BGS
1599541200000000000,38.250000,38.180000,XOM
1599541200000000000,6.760000,6.420000,AMC
1599541200000000000,63.330002,64.730003,NHI
1599541200000000000,7.550000,7.700000,GME
1599541200000000000,91.519997,90.220001,ABBV
1599627600000000000,140.089996,139.889999,WMT
1599627600000000000,28.590000,28.719999,BGS
1599627600000000000,38.349998,37.950001,XOM
1599627600000000000,6.540000,6.260000,AMC
1599627600000000000,65.209999,65.010002,NHI
1599627600000000000,7.960000,7.350000,GME
1599627600000000000,90.860001,91.629997,ABBV
1599714000000000000,140.059998,136.809998,WMT
1599714000000000000,28.680000,27.059999,BGS
1599714000000000000,38.270000,37.000000,XOM
1599714000000000000,6.280000,5.940000,AMC
1599714000000000000,6.650000,6.230000,GME
1599714000000000000,64.779999,64.860001,NHI
1599714000000000000,91.070000,89.650002,ABBV
1599800400000000000,137.050003,136.699997,WMT
1599800400000000000,27.230000,26.469999,BGS
1599800400000000000,37.130001,36.900002,XOM
1599800400000000000,6.060000,5.790000,AMC
1599800400000000000,6.260000,6.090000,GME
1599800400000000000,64.860001,63.389999,NHI
1599800400000000000,89.809998,89.699997,ABBV
1600059600000000000,136.139999,137.320007,WMT
1600059600000000000,26.639999,27.030001,BGS
1600059600000000000,36.910000,36.660000,XOM
1600059600000000000,5.840000,5.540000,AMC
1600059600000000000,6.800000,6.910000,GME
1600059600000000000,63.889999,65.190002,NHI
1600059600000000000,90.050003,90.489998,ABBV
1600146000000000000,138.229996,137.360001,WMT
1600146000000000000,27.209999,26.290001,BGS
1600146000000000000,36.799999,36.270000,XOM
1600146000000000000,5.600000,5.520000,AMC
1600146000000000000,6.860000,7.090000,GME
1600146000000000000,65.330002,64.889999,NHI
1600146000000000000,91.400002,90.910004,ABBV
1600232400000000000,138.410004,136.259995,WMT
1600232400000000000,26.350000,26.400000,BGS
1600232400000000000,36.459999,37.810001,XOM
1600232400000000000,5.520000,5.760000,AMC
1600232400000000000,65.440002,64.720001,NHI
1600232400000000000,7.030000,8.680000,GME
1600232400000000000,91.019997,89.779999,ABBV
1600318800000000000,135.429993,136.690002,WMT
1600318800000000000,26.610001,27.000000,BGS
1600318800000000000,37.349998,37.799999,XOM
1600318800000000000,5.670000,5.720000,AMC
1600318800000000000,64.269997,63.790001,NHI
1600318800000000000,8.570000,9.200000,GME
1600318800000000000,89.300003,89.629997,ABBV
1600405200000000000,136.440002,135.289993,WMT
1600405200000000000,27.320000,27.240000,BGS
1600405200000000000,37.529999,37.189999,XOM
1600405200000000000,5.710000,5.670000,AMC
1600405200000000000,64.070000,62.520000,NHI
